user_id,application_id,target,prob_good
U00108,APP00108,1,0.913
U00109,APP00109,1,0.947
U00110,APP00110,1,0.896
U00111,APP00111,1,0.937
U00112,APP00112,1,0.945
U00113,APP00113,0,0.942
U00114,APP00114,1,0.944
U00115,APP00115,1,0.918
U00116,APP00116,1,0.95
U00117,APP00117,1,0.95
U00118,APP00118,1,0.92
U00119,APP00119,1,0.904
U00120,APP00120,1,0.94
U00121,APP00121,1,0.95
U00122,APP00122,1,0.95
U00123,APP00123,1,0.65
U00124,APP00124,0,0.897
U00125,APP00125,1,0.904
U00126,APP00126,0,0.945
U00127,APP00127,1,0.911
U00128,APP00128,1,0.924
U00129,APP00129,0,0.928
U00130,APP00130,1,0.748
U00131,APP00131,1,0.913
U00132,APP00132,1,0.95
U00133,APP00133,1,0.947
U00134,APP00134,0,0.929
U00135,APP00135,1,0.897
U00136,APP00136,1,0.93
U00137,APP00137,1,0.946
U00138,APP00138,1,0.95
U00139,APP00139,1,0.75
U00140,APP00140,1,0.8
U00141,APP00141,0,0.916
U00142,APP00142,1,0.906
U00143,APP00143,1,0.924
U00144,APP00144,1,0.924
U00145,APP00145,1,0.8
U00146,APP00146,1,0.8
U00147,APP00147,1,0.856
U00148,APP00148,1,0.926
U00149,APP00149,1,0.95
U00150,APP00150,1,0.949
U00151,APP00151,1,0.938
U00152,APP00152,1,0.926
U00153,APP00153,1,0.93
U00154,APP00154,0,0.8
U00155,APP00155,1,0.8
U00156,APP00156,1,0.937
U00157,APP00157,1,0.925
U00158,APP00158,1,0.742
U00159,APP00159,1,0.928
U00160,APP00160,1,0.903
U00161,APP00161,1,0.915
U00162,APP00162,0,0.945
U00163,APP00163,1,0.932
U00164,APP00164,1,0.898
U00165,APP00165,0,0.73
U00166,APP00166,1,0.93
U00167,APP00167,1,0.76
U00168,APP00168,1,0.892
U00169,APP00169,1,0.832
U00170,APP00170,1,0.9
U00171,APP00171,1,0.948
U00172,APP00172,1,0.872
U00173,APP00173,1,0.872
U00174,APP00174,1,0.909
U00175,APP00175,1,0.922
U00176,APP00176,1,0.95
U00177,APP00177,1,0.896
U00178,APP00178,1,0.8
U00179,APP00179,0,0.8
U00180,APP00180,0,0.941
U00181,APP00181,1,0.917
U00182,APP00182,1,0.915
U00183,APP00183,1,0.91
U00184,APP00184,1,0.9
U00185,APP00185,1,0.91
U00186,APP00186,1,0.95
U00187,APP00187,1,0.938
U00188,APP00188,1,0.91
U00189,APP00189,1,0.8
U00190,APP00190,1,0.95
U00191,APP00191,1,0.764
U00192,APP00192,1,0.927
U00193,APP00193,1,0.761
U00194,APP00194,1,0.95
U00195,APP00195,1,0.928
U00196,APP00196,1,0.8
U00197,APP00197,1,0.8
U00198,APP00198,1,0.95
U00199,APP00199,1,0.95
U00200,APP00200,1,0.95
U00201,APP00201,1,0.8
U00202,APP00202,1,0.906
U00203,APP00203,1,0.92
U00204,APP00204,1,0.928
U00205,APP00205,1,0.8
U00206,APP00206,1,0.868
U00207,APP00207,0,0.782
U00208,APP00208,0,0.8
U00209,APP00209,1,0.95
U00210,APP00210,1,0.898
U00211,APP00211,1,0.92
U00212,APP00212,1,0.8
U00213,APP00213,1,0.95
U00214,APP00214,1,0.898
U00215,APP00215,0,0.8
U00216,APP00216,1,0.95
U00217,APP00217,1,0.83
U00218,APP00218,1,0.919
U00219,APP00219,1,0.65
U00220,APP00220,1,0.8
U00221,APP00221,0,0.8
U00222,APP00222,1,0.928
U00223,APP00223,1,0.95
U00224,APP00224,1,0.941
U00225,APP00225,1,0.937
U00226,APP00226,1,0.933
U00227,APP00227,1,0.9
U00228,APP00228,0,0.8
U00229,APP00229,1,0.846
U00230,APP00230,1,0.865
U00231,APP00231,0,0.942
U00232,APP00232,1,0.93
U00233,APP00233,1,0.929
U00234,APP00234,1,0.945
U00235,APP00235,1,0.95
U00236,APP00236,0,0.868
U00237,APP00237,1,0.793
U00238,APP00238,1,0.928
U00239,APP00239,1,0.95
U00240,APP00240,0,0.912
U00241,APP00241,1,0.944
U00242,APP00242,1,0.929
U00243,APP00243,1,0.8
U00244,APP00244,1,0.914
U00245,APP00245,0,0.91
U00246,APP00246,1,0.95
U00247,APP00247,1,0.8
U00248,APP00248,1,0.922
U00249,APP00249,1,0.932
U00250,APP00250,1,0.95
U00251,APP00251,1,0.918
U00252,APP00252,1,0.894
U00253,APP00253,1,0.9
U00254,APP00254,1,0.866
U00255,APP00255,1,0.8
U00256,APP00256,0,0.65
U00257,APP00257,1,0.921
U00258,APP00258,0,0.816
U00259,APP00259,1,0.916
U00260,APP00260,1,0.939
U00261,APP00261,1,0.95
U00262,APP00262,0,0.95
U00263,APP00263,1,0.89
U00264,APP00264,1,0.8
U00265,APP00265,1,0.8
U00266,APP00266,1,0.742
U00267,APP00267,1,0.895
U00268,APP00268,1,0.903
U00269,APP00269,1,0.912
U00270,APP00270,1,0.914
U00271,APP00271,1,0.95
U00272,APP00272,1,0.9
U00273,APP00273,1,0.8
U00274,APP00274,1,0.93
U00275,APP00275,1,0.936
U00276,APP00276,1,0.95
U00277,APP00277,1,0.852
U00278,APP00278,1,0.95
U00279,APP00279,1,0.838
U00280,APP00280,1,0.937
U00281,APP00281,1,0.95
U00282,APP00282,1,0.893
U00283,APP00283,1,0.832
U00284,APP00284,1,0.949
U00285,APP00285,1,0.891
U00286,APP00286,1,0.8
U00287,APP00287,1,0.864
U00288,APP00288,1,0.906
U00289,APP00289,1,0.892
U00290,APP00290,1,0.95
U00291,APP00291,0,0.8
U00292,APP00292,1,0.934
U00293,APP00293,1,0.931
U00294,APP00294,1,0.8
U00295,APP00295,1,0.894
U00296,APP00296,1,0.8
U00297,APP00297,1,0.8
U00298,APP00298,0,0.928
U00299,APP00299,1,0.907
U00300,APP00300,0,0.8
U00301,APP00301,1,0.878
U00302,APP00302,1,0.95
U00303,APP00303,1,0.8
U00304,APP00304,1,0.893
U00305,APP00305,1,0.65
U00306,APP00306,1,0.914
U00307,APP00307,1,0.886
U00308,APP00308,1,0.891
U00309,APP00309,1,0.942
U00310,APP00310,1,0.921
U00311,APP00311,1,0.906
U00312,APP00312,1,0.8
U00313,APP00313,0,0.896
U00314,APP00314,1,0.95
U00315,APP00315,1,0.904
U00316,APP00316,1,0.944
U00317,APP00317,1,0.8
U00318,APP00318,1,0.8
U00319,APP00319,0,0.853
U00320,APP00320,1,0.913
U00321,APP00321,1,0.931
U00322,APP00322,0,0.944
U00323,APP00323,1,0.894
U00324,APP00324,0,0.884
U00325,APP00325,1,0.894
U00326,APP00326,1,0.907
U00327,APP00327,1,0.763
U00328,APP00328,1,0.65
U00329,APP00329,1,0.947
U00330,APP00330,1,0.934
U00331,APP00331,1,0.941
U00332,APP00332,1,0.939
U00333,APP00333,0,0.82
U00334,APP00334,1,0.896
U00335,APP00335,1,0.65
U00336,APP00336,1,0.923
U00337,APP00337,1,0.8
U00338,APP00338,1,0.8
U00339,APP00339,1,0.8
U00340,APP00340,1,0.895
U00341,APP00341,1,0.948
U00342,APP00342,1,0.65
U00343,APP00343,1,0.924
U00344,APP00344,1,0.939
U00345,APP00345,1,0.908
U00346,APP00346,0,0.8
U00347,APP00347,1,0.91
U00348,APP00348,1,0.932
U00349,APP00349,1,0.936
U00350,APP00350,1,0.9
U00351,APP00351,1,0.8
U00352,APP00352,1,0.9
U00353,APP00353,1,0.93
U00354,APP00354,1,0.8
U00355,APP00355,1,0.734
U00356,APP00356,1,0.909
U00357,APP00357,1,0.936
U00358,APP00358,1,0.922
U00359,APP00359,1,0.8
U00360,APP00360,1,0.896
U00361,APP00361,1,0.95
U00362,APP00362,1,0.932
U00363,APP00363,1,0.909
U00364,APP00364,0,0.8
U00365,APP00365,0,0.941
U00366,APP00366,0,0.916
U00367,APP00367,1,0.865
U00368,APP00368,0,0.8
U00369,APP00369,1,0.8
U00370,APP00370,1,0.894
U00371,APP00371,1,0.884
U00372,APP00372,1,0.92
U00373,APP00373,1,0.936
U00374,APP00374,1,0.898
U00375,APP00375,0,0.892
U00376,APP00376,1,0.744
U00377,APP00377,1,0.8
U00378,APP00378,1,0.903
U00379,APP00379,1,0.8
U00380,APP00380,1,0.95
U00381,APP00381,1,0.915
U00382,APP00382,1,0.918
U00383,APP00383,1,0.88
U00384,APP00384,1,0.911
U00385,APP00385,1,0.907
U00386,APP00386,1,0.95
U00387,APP00387,1,0.794
U00388,APP00388,1,0.931
U00389,APP00389,1,0.944
U00390,APP00390,1,0.95
U00391,APP00391,1,0.94
U00392,APP00392,0,0.8
U00393,APP00393,0,0.932
U00394,APP00394,1,0.911
U00395,APP00395,1,0.852
U00396,APP00396,1,0.95
U00397,APP00397,1,0.851
U00398,APP00398,1,0.8
U00399,APP00399,0,0.92
U00400,APP00400,1,0.936
U00401,APP00401,1,0.932
U00402,APP00402,1,0.942
U00403,APP00403,1,0.932
U00404,APP00404,1,0.804
U00405,APP00405,1,0.927
U00406,APP00406,1,0.896
U00407,APP00407,1,0.941
U00408,APP00408,1,0.921
U00409,APP00409,1,0.95
U00410,APP00410,1,0.95
U00411,APP00411,1,0.908
U00412,APP00412,1,0.917
U00413,APP00413,1,0.916
U00414,APP00414,1,0.884
U00415,APP00415,1,0.944
U00416,APP00416,1,0.95
U00417,APP00417,0,0.91
U00418,APP00418,1,0.911
U00419,APP00419,1,0.888
U00420,APP00420,1,0.95
U00421,APP00421,1,0.95
U00422,APP00422,1,0.914
U00423,APP00423,1,0.95
U00424,APP00424,1,0.942
U00425,APP00425,1,0.731
U00426,APP00426,1,0.8
U00427,APP00427,0,0.8
U00428,APP00428,0,0.8
U00429,APP00429,1,0.898
U00430,APP00430,1,0.901
U00431,APP00431,1,0.8
U00432,APP00432,1,0.824
U00433,APP00433,1,0.946
U00434,APP00434,1,0.946
U00435,APP00435,1,0.925
U00436,APP00436,1,0.924
U00437,APP00437,1,0.8
U00438,APP00438,1,0.931
U00439,APP00439,1,0.8
U00440,APP00440,1,0.931
U00441,APP00441,1,0.919
U00442,APP00442,1,0.939
U00443,APP00443,1,0.95
U00444,APP00444,1,0.95
U00445,APP00445,1,0.95
U00446,APP00446,1,0.8
U00447,APP00447,1,0.918
U00448,APP00448,1,0.94
U00449,APP00449,1,0.902
U00450,APP00450,1,0.8
U00451,APP00451,1,0.8
U00452,APP00452,0,0.856
U00453,APP00453,0,0.914
U00454,APP00454,1,0.95
U00455,APP00455,1,0.948
U00456,APP00456,1,0.945
U00457,APP00457,1,0.897
U00458,APP00458,0,0.751
U00459,APP00459,1,0.87
U00460,APP00460,1,0.922
U00461,APP00461,1,0.8
U00462,APP00462,0,0.914
U00463,APP00463,1,0.927
U00464,APP00464,1,0.8
U00465,APP00465,1,0.8
U00466,APP00466,1,0.892
U00467,APP00467,1,0.95
U00468,APP00468,1,0.92
U00469,APP00469,1,0.95
U00470,APP00470,1,0.95
U00471,APP00471,1,0.942
U00472,APP00472,1,0.95
U00473,APP00473,1,0.77
U00474,APP00474,0,0.814
U00475,APP00475,1,0.928
U00476,APP00476,1,0.95
U00477,APP00477,1,0.893
U00478,APP00478,1,0.95
U00479,APP00479,1,0.894
U00480,APP00480,1,0.908
U00481,APP00481,1,0.95
U00482,APP00482,1,0.925
U00483,APP00483,1,0.93
U00484,APP00484,1,0.886
U00485,APP00485,1,0.65
U00486,APP00486,1,0.898
U00487,APP00487,0,0.8
U00488,APP00488,1,0.94
U00489,APP00489,1,0.8
U00490,APP00490,1,0.95
U00491,APP00491,1,0.923
U00492,APP00492,0,0.927
U00493,APP00493,1,0.906
U00494,APP00494,1,0.8
U00495,APP00495,1,0.8
U00496,APP00496,1,0.889
U00497,APP00497,1,0.8
U00498,APP00498,1,0.935
U00499,APP00499,0,0.944
U00500,APP00500,1,0.901
U00501,APP00501,1,0.903
U00502,APP00502,1,0.896
U00503,APP00503,1,0.95
U00504,APP00504,1,0.88
U00505,APP00505,1,0.905
U00506,APP00506,1,0.901
U00507,APP00507,1,0.924
U00508,APP00508,1,0.876
U00509,APP00509,1,0.913
U00510,APP00510,1,0.926
U00511,APP00511,1,0.924
U00512,APP00512,1,0.934
U00513,APP00513,1,0.949
U00514,APP00514,1,0.95
U00515,APP00515,1,0.95
U00516,APP00516,1,0.908
U00517,APP00517,1,0.911
U00518,APP00518,1,0.8
U00519,APP00519,1,0.95
U00520,APP00520,1,0.918
U00521,APP00521,1,0.924
U00522,APP00522,1,0.933
U00523,APP00523,1,0.912
U00524,APP00524,1,0.88
U00525,APP00525,1,0.892
U00526,APP00526,1,0.908
U00527,APP00527,1,0.95
U00528,APP00528,1,0.939
U00529,APP00529,1,0.887
U00530,APP00530,1,0.932
U00531,APP00531,1,0.95
U00532,APP00532,1,0.922
U00533,APP00533,0,0.894
U00534,APP00534,1,0.911
U00535,APP00535,1,0.95
U00536,APP00536,1,0.888
U00537,APP00537,1,0.923
U00538,APP00538,1,0.905
U00539,APP00539,1,0.949
U00540,APP00540,1,0.95
U00541,APP00541,1,0.8
U00542,APP00542,1,0.9
U00543,APP00543,1,0.95
U00544,APP00544,1,0.8
U00545,APP00545,1,0.8
U00546,APP00546,1,0.912
U00547,APP00547,1,0.905
U00548,APP00548,0,0.8
U00549,APP00549,1,0.8
U00550,APP00550,1,0.88
U00551,APP00551,1,0.929
U00552,APP00552,1,0.95
U00553,APP00553,0,0.95
U00554,APP00554,1,0.936
U00555,APP00555,1,0.923
U00556,APP00556,1,0.95
U00557,APP00557,1,0.948
U00558,APP00558,1,0.904
U00559,APP00559,1,0.876
U00560,APP00560,0,0.91
U00561,APP00561,1,0.95
U00562,APP00562,0,0.93
U00563,APP00563,1,0.8
U00564,APP00564,1,0.93
U00565,APP00565,1,0.892
U00566,APP00566,1,0.912
U00567,APP00567,1,0.944
U00568,APP00568,1,0.8
U00569,APP00569,1,0.948
U00570,APP00570,1,0.92
U00571,APP00571,1,0.8
U00572,APP00572,1,0.941
U00573,APP00573,1,0.95
U00574,APP00574,1,0.922
U00575,APP00575,1,0.934
U00576,APP00576,1,0.95
U00577,APP00577,1,0.94
U00578,APP00578,1,0.919
U00579,APP00579,0,0.8
U00580,APP00580,1,0.8
U00581,APP00581,1,0.868
U00582,APP00582,1,0.877
U00583,APP00583,1,0.92
U00584,APP00584,1,0.802
U00585,APP00585,1,0.923
U00586,APP00586,1,0.8
U00587,APP00587,1,0.95
U00588,APP00588,1,0.919
U00589,APP00589,0,0.742
U00590,APP00590,1,0.896
U00591,APP00591,1,0.932
U00592,APP00592,1,0.93
U00593,APP00593,1,0.941
U00594,APP00594,1,0.95
U00595,APP00595,1,0.95
U00596,APP00596,1,0.8
U00597,APP00597,0,0.844
U00598,APP00598,1,0.935
U00599,APP00599,1,0.694
U00600,APP00600,1,0.95
U00601,APP00601,1,0.884
U00602,APP00602,1,0.888
U00603,APP00603,1,0.897
U00604,APP00604,1,0.921
U00605,APP00605,1,0.8
U00606,APP00606,1,0.912
U00607,APP00607,1,0.904
U00608,APP00608,1,0.919
U00609,APP00609,1,0.88
U00610,APP00610,1,0.95
U00611,APP00611,1,0.8
U00612,APP00612,1,0.944
U00613,APP00613,1,0.932
U00614,APP00614,1,0.8
U00615,APP00615,1,0.914
U00616,APP00616,1,0.947
U00617,APP00617,1,0.929
U00618,APP00618,1,0.927
U00619,APP00619,1,0.937
U00620,APP00620,0,0.876
U00621,APP00621,1,0.93
U00622,APP00622,1,0.8
U00623,APP00623,1,0.936
U00624,APP00624,0,0.905
U00625,APP00625,1,0.908
U00626,APP00626,1,0.95
U00627,APP00627,1,0.922
U00628,APP00628,1,0.946
U00629,APP00629,1,0.773
U00630,APP00630,1,0.91
U00631,APP00631,1,0.8
U00632,APP00632,1,0.95
U00633,APP00633,0,0.8
U00634,APP00634,1,0.898
U00635,APP00635,1,0.941
U00636,APP00636,1,0.88
U00637,APP00637,1,0.915
U00638,APP00638,1,0.892
U00639,APP00639,1,0.73
U00640,APP00640,1,0.8
U00641,APP00641,1,0.948
U00642,APP00642,1,0.936
U00643,APP00643,0,0.919
U00644,APP00644,1,0.95
U00645,APP00645,1,0.8
U00646,APP00646,1,0.948
U00647,APP00647,1,0.95
U00648,APP00648,1,0.943
U00649,APP00649,1,0.897
U00650,APP00650,1,0.921
U00651,APP00651,1,0.906
U00652,APP00652,1,0.95
U00653,APP00653,1,0.912
U00654,APP00654,1,0.95
U00655,APP00655,1,0.765
U00656,APP00656,0,0.948
U00657,APP00657,1,0.926
U00658,APP00658,1,0.8
U00659,APP00659,1,0.919
U00660,APP00660,1,0.938
U00661,APP00661,1,0.882
U00662,APP00662,1,0.95
U00663,APP00663,1,0.912
U00664,APP00664,1,0.922
U00665,APP00665,1,0.944
U00666,APP00666,1,0.904
U00667,APP00667,1,0.928
U00668,APP00668,1,0.912
U00669,APP00669,0,0.779
U00670,APP00670,1,0.758
U00671,APP00671,1,0.95
U00672,APP00672,1,0.95
U00673,APP00673,1,0.936
U00674,APP00674,1,0.904
U00675,APP00675,1,0.948
U00676,APP00676,1,0.92
U00677,APP00677,1,0.924
U00678,APP00678,1,0.924
U00679,APP00679,1,0.832
U00680,APP00680,1,0.936
U00681,APP00681,1,0.908
U00682,APP00682,1,0.918
U00683,APP00683,0,0.926
U00684,APP00684,1,0.92
U00685,APP00685,1,0.928
U00686,APP00686,1,0.908
U00687,APP00687,1,0.95
U00688,APP00688,1,0.904
U00689,APP00689,0,0.8
U00690,APP00690,1,0.95
U00691,APP00691,1,0.897
U00692,APP00692,1,0.867
U00693,APP00693,1,0.852
U00694,APP00694,1,0.934
U00695,APP00695,1,0.896
U00696,APP00696,1,0.907
U00697,APP00697,1,0.95
U00698,APP00698,1,0.95
U00699,APP00699,1,0.948
U00700,APP00700,1,0.8
U00701,APP00701,1,0.95
U00702,APP00702,1,0.906
U00703,APP00703,1,0.8
U00704,APP00704,1,0.923
U00705,APP00705,1,0.88
U00706,APP00706,1,0.915
U00707,APP00707,1,0.948
U00708,APP00708,1,0.742
U00709,APP00709,1,0.92
U00710,APP00710,1,0.938
U00711,APP00711,1,0.94
U00712,APP00712,1,0.867
U00713,APP00713,1,0.912
U00714,APP00714,1,0.95
U00715,APP00715,1,0.94
U00716,APP00716,1,0.95
U00717,APP00717,1,0.929
U00718,APP00718,1,0.916
U00719,APP00719,1,0.95
U00720,APP00720,1,0.908
U00721,APP00721,1,0.8
U00722,APP00722,1,0.876
U00723,APP00723,1,0.917
U00724,APP00724,1,0.852
U00725,APP00725,1,0.8
U00726,APP00726,1,0.877
U00727,APP00727,1,0.95
U00728,APP00728,1,0.924
U00729,APP00729,1,0.84
U00730,APP00730,1,0.86
U00731,APP00731,1,0.78
U00732,APP00732,1,0.918
U00733,APP00733,1,0.948
U00734,APP00734,1,0.95
U00735,APP00735,0,0.848
U00736,APP00736,1,0.95
U00737,APP00737,1,0.95
U00738,APP00738,1,0.908
U00739,APP00739,1,0.912
U00740,APP00740,1,0.8
U00741,APP00741,1,0.95
U00742,APP00742,1,0.9
U00743,APP00743,1,0.947
U00744,APP00744,1,0.911
U00745,APP00745,0,0.8
U00746,APP00746,0,0.8
U00747,APP00747,1,0.871
U00748,APP00748,1,0.805
U00749,APP00749,1,0.95
U00750,APP00750,1,0.903
U00751,APP00751,1,0.8
U00752,APP00752,1,0.948
U00753,APP00753,1,0.92
U00754,APP00754,1,0.925
U00755,APP00755,1,0.781
U00756,APP00756,0,0.8
U00757,APP00757,1,0.95
U00758,APP00758,1,0.88
U00759,APP00759,0,0.8
U00760,APP00760,1,0.949
U00761,APP00761,1,0.907
U00762,APP00762,1,0.906
U00763,APP00763,0,0.8
U00764,APP00764,1,0.8
U00765,APP00765,1,0.924
U00766,APP00766,0,0.844
U00767,APP00767,1,0.8
U00768,APP00768,1,0.8
U00769,APP00769,1,0.928
U00770,APP00770,1,0.95
U00771,APP00771,1,0.8
U00772,APP00772,1,0.95
U00773,APP00773,0,0.8
U00774,APP00774,1,0.8
U00775,APP00775,1,0.8
U00776,APP00776,1,0.95
U00777,APP00777,1,0.886
U00778,APP00778,1,0.899
U00779,APP00779,1,0.927
U00780,APP00780,1,0.92
U00781,APP00781,0,0.748
U00782,APP00782,1,0.943
U00783,APP00783,1,0.864
U00784,APP00784,1,0.926
U00785,APP00785,1,0.915
U00786,APP00786,1,0.86
U00787,APP00787,1,0.944
U00788,APP00788,1,0.901
U00789,APP00789,1,0.95
U00790,APP00790,1,0.861
U00791,APP00791,1,0.9
U00792,APP00792,1,0.918
U00793,APP00793,1,0.8
U00794,APP00794,1,0.936
U00795,APP00795,1,0.9
U00796,APP00796,1,0.8
U00797,APP00797,1,0.836
U00798,APP00798,0,0.905
U00799,APP00799,1,0.921
U00800,APP00800,1,0.932
U00801,APP00801,1,0.936
U00802,APP00802,1,0.935
U00803,APP00803,1,0.95
U00804,APP00804,1,0.947
U00805,APP00805,1,0.948
U00806,APP00806,1,0.8
U00807,APP00807,0,0.756
U00808,APP00808,1,0.946
U00809,APP00809,1,0.8
U00810,APP00810,1,0.95
U00811,APP00811,1,0.936
U00812,APP00812,1,0.904
U00813,APP00813,1,0.8
U00814,APP00814,1,0.9
U00815,APP00815,1,0.789
U00816,APP00816,1,0.93
U00817,APP00817,1,0.924
U00818,APP00818,1,0.93
U00819,APP00819,1,0.913
U00820,APP00820,1,0.882
U00821,APP00821,1,0.893
U00822,APP00822,1,0.937
U00823,APP00823,1,0.89
U00824,APP00824,0,0.938
U00825,APP00825,1,0.88
U00826,APP00826,1,0.899
U00827,APP00827,1,0.8
U00828,APP00828,1,0.873
U00829,APP00829,1,0.908
U00830,APP00830,1,0.892
U00831,APP00831,1,0.8
U00832,APP00832,0,0.8
U00833,APP00833,0,0.802
U00834,APP00834,1,0.8
U00835,APP00835,1,0.95
U00836,APP00836,1,0.944
U00837,APP00837,1,0.8
U00838,APP00838,1,0.937
U00839,APP00839,1,0.8
U00840,APP00840,0,0.91
U00841,APP00841,1,0.932
U00842,APP00842,1,0.907
U00843,APP00843,1,0.77
U00844,APP00844,1,0.95
U00845,APP00845,1,0.95
U00846,APP00846,0,0.928
U00847,APP00847,1,0.764
U00848,APP00848,1,0.936
U00849,APP00849,0,0.8
U00850,APP00850,1,0.95
U00851,APP00851,1,0.926
U00852,APP00852,1,0.907
U00853,APP00853,1,0.84
U00854,APP00854,1,0.95
U00855,APP00855,1,0.924
U00856,APP00856,1,0.722
U00857,APP00857,1,0.946
U00858,APP00858,1,0.928
U00859,APP00859,1,0.95
U00860,APP00860,0,0.946
U00861,APP00861,1,0.906
U00862,APP00862,1,0.908
U00863,APP00863,0,0.8
U00864,APP00864,1,0.8
U00865,APP00865,1,0.908
U00866,APP00866,1,0.881
U00867,APP00867,1,0.888
U00868,APP00868,1,0.95
U00869,APP00869,1,0.898
U00870,APP00870,1,0.95
U00871,APP00871,1,0.902
U00872,APP00872,1,0.927
U00873,APP00873,1,0.8
U00874,APP00874,1,0.913
U00875,APP00875,0,0.95
U00876,APP00876,1,0.924
U00877,APP00877,1,0.932
U00878,APP00878,1,0.932
U00879,APP00879,0,0.92
U00880,APP00880,1,0.95
U00881,APP00881,1,0.943
U00882,APP00882,1,0.929
U00883,APP00883,1,0.95
U00884,APP00884,1,0.95
U00885,APP00885,1,0.764
U00886,APP00886,1,0.8
U00887,APP00887,1,0.904
U00888,APP00888,1,0.8
U00889,APP00889,1,0.8
U00890,APP00890,1,0.8
U00891,APP00891,1,0.8
U00892,APP00892,1,0.95
U00893,APP00893,1,0.95
U00894,APP00894,1,0.95
U00895,APP00895,1,0.95
U00896,APP00896,1,0.94
U00897,APP00897,0,0.9
U00898,APP00898,0,0.65
U00899,APP00899,0,0.943
U00900,APP00900,0,0.888
U00901,APP00901,1,0.773
U00902,APP00902,1,0.872
U00903,APP00903,1,0.757
U00904,APP00904,0,0.95
U00905,APP00905,1,0.95
U00906,APP00906,1,0.852
U00907,APP00907,1,0.8
U00908,APP00908,0,0.92
U00909,APP00909,1,0.92
U00910,APP00910,0,0.95
U00911,APP00911,1,0.95
U00912,APP00912,1,0.95
U00913,APP00913,1,0.95
U00914,APP00914,1,0.914
U00915,APP00915,0,0.932
U00916,APP00916,0,0.914
U00917,APP00917,1,0.65
U00918,APP00918,1,0.912
U00919,APP00919,0,0.892
U00920,APP00920,1,0.93
U00921,APP00921,1,0.873
U00922,APP00922,1,0.884
U00923,APP00923,1,0.944
U00924,APP00924,1,0.848
U00925,APP00925,1,0.912
U00926,APP00926,1,0.768
U00927,APP00927,1,0.939
U00928,APP00928,1,0.908
U00929,APP00929,1,0.934
U00930,APP00930,1,0.8
