user_id,loan_id,loan_amount,repayment_ratio,defaulted,closed,time_since_last_loan_months
U00043,L5273,69929.48,0.97,0,1,33
U00044,L7964,78944.55,0.86,0,1,34
U00046,L8258,20378.9,0.89,0,1,35
U00046,L7466,45428.85,0.66,0,1,43
U00046,L7779,9363.15,0.9,0,1,26
U00047,L8876,40282.38,0.92,0,1,23
U00047,L6828,47645.73,0.86,0,1,16
U00047,L6359,32608.01,0.85,0,1,1
U00048,L8240,50732.13,0.85,0,1,43
U00048,L3143,38610.2,0.8,0,1,1
U00049,L1640,21989.37,0.93,0,1,45
U00049,L9735,66843.71,0.88,0,1,48
U00050,L9980,11145.73,0.9,0,1,41
U00050,L9856,91634.78,0.99,0,1,21
U00050,L9660,47517.64,0.88,0,1,14
U00050,L6613,51020.93,0.63,0,1,19
U00051,L8743,64781.95,0.64,0,1,3
U00051,L9624,7021.61,0.82,0,1,19
U00054,L2403,40135.61,0.81,0,1,30
U00054,L5963,60086.09,0.73,0,1,8
U00055,L7209,6308.84,0.93,0,1,43
U00055,L2947,45671.61,0.89,0,1,44
U00055,L2877,13169.1,0.78,0,1,41
U00056,L7265,97074.65,0.72,0,1,6
U00056,L4784,66550.86,0.82,0,1,2
U00057,L5513,46842.81,0.82,0,1,42
U00057,L6837,9278.69,0.46,0,1,3
U00057,L6109,36892.94,0.79,0,1,20
U00057,L1555,95151.49,0.8,0,1,36
U00057,L3257,17361.69,0.92,0,1,31
U00059,L1608,93051.02,0.94,0,1,25
U00059,L6081,62663.3,0.71,0,1,20
U00059,L4964,36543.19,0.98,0,1,42
U00060,L9293,94816.2,0.62,0,1,44
U00060,L4690,79908.5,0.75,0,1,26
U00061,L4564,43327.74,0.8,0,1,32
U00062,L3699,33918.13,0.81,0,1,21
U00063,L2593,51028.76,0.8,0,1,34
U00063,L4619,27392.69,0.95,0,1,5
U00063,L5862,87761.91,0.65,0,1,43
U00063,L4014,29760.3,0.56,0,1,42
U00064,L7667,43130.87,0.63,0,1,16
U00064,L1577,78189.35,0.88,0,1,47
U00064,L1571,29685.74,0.7,0,1,14
U00064,L9991,6726.93,0.56,0,1,45
U00064,L9908,80908.08,0.84,0,1,27
U00065,L3715,85006.04,0.8,0,1,7
U00065,L5941,5973.33,0.73,0,1,37
U00065,L7168,15401.5,0.69,0,1,29
U00067,L9224,94795.99,0.76,0,1,14
U00067,L2204,52292.56,0.81,0,1,1
U00067,L9209,97017.52,0.55,0,1,26
U00067,L7656,96128.47,0.9,0,1,36
U00069,L1291,26833.16,0.81,0,1,41
U00070,L5817,41074.15,0.75,0,1,7
U00070,L3959,57204.01,0.93,0,1,24
U00070,L1895,14609.05,0.92,0,1,17
U00070,L6333,29805.36,0.88,0,1,27
U00071,L3514,40120.78,0.59,0,1,15
U00071,L2830,19704.82,0.92,0,1,23
U00071,L4588,45061.85,0.96,0,1,9
U00072,L7593,61382.87,0.93,0,1,29
U00072,L7466,21360.46,0.8,0,1,11
U00072,L6810,93148.73,0.83,0,1,48
U00073,L6063,51386.84,0.82,0,1,24
U00073,L1608,57760.43,0.62,0,1,41
U00073,L9283,63605.05,0.84,0,1,29
U00073,L2961,49293.49,0.9,0,1,15
U00073,L4612,13507.39,0.78,0,1,22
U00074,L2540,93619.48,0.84,0,1,3
U00074,L5550,21386.52,0.82,0,1,6
U00074,L5342,84256.33,0.86,0,1,17
U00075,L2434,90182.17,0.72,0,1,22
U00075,L1604,85575.6,0.38,0,1,17
U00075,L2716,40148.01,0.88,0,1,28
U00076,L5651,97011.85,0.81,0,1,44
U00076,L9195,75286.35,0.84,0,1,10
U00077,L7784,75161.34,0.52,0,1,19
U00077,L7047,29410.39,0.91,0,1,43
U00077,L2876,84346.29,0.9,0,1,47
U00077,L8584,57981.97,0.84,0,1,17
U00078,L9290,51085.09,0.77,0,1,28
U00078,L3212,6987.21,0.82,0,1,13
U00078,L9971,81757.57,0.83,0,1,29
U00078,L5039,61451.79,0.33,0,1,21
U00079,L3699,34683.55,0.84,0,1,12
U00079,L8786,68661.15,0.65,0,1,1
U00079,L8960,31725.2,0.8,0,1,44
U00079,L2983,34544.33,0.83,0,1,17
U00079,L5427,5323.19,0.91,0,1,11
U00080,L3031,23081.84,0.72,0,1,13
U00080,L5627,19717.63,0.73,0,1,23
U00080,L6594,41611.8,0.83,0,1,36
U00081,L3349,82639.24,0.87,0,1,28
U00082,L3497,83956.58,0.93,0,1,14
U00082,L9738,29303.96,0.65,0,1,8
U00082,L6899,37744.36,0.94,0,1,1
U00082,L6760,30951.19,0.57,0,1,9
U00082,L6931,78409.51,0.83,0,1,31
U00083,L1108,39940.15,0.75,0,1,35
U00083,L9246,65668.21,0.79,0,1,33
U00084,L9611,92652.77,0.77,0,1,45
U00084,L1216,46667.17,0.78,0,1,31
U00086,L7410,22874.0,0.54,0,1,20
U00088,L4020,67374.64,0.79,0,1,14
U00088,L9007,55302.3,0.93,0,1,7
U00088,L5067,19387.39,0.96,0,1,31
U00088,L3594,47873.69,0.74,0,1,16
U00088,L3533,88448.19,0.7,0,1,9
U00089,L8326,92009.55,0.82,0,1,28
U00089,L8192,32684.94,0.61,0,1,40
U00089,L6500,91594.48,0.88,0,1,33
U00091,L5798,77420.05,0.76,0,1,35
U00091,L8312,65815.7,0.9,0,1,30
U00091,L5820,60439.13,0.47,0,1,10
U00091,L5743,30506.2,0.94,0,1,40
U00092,L2194,24119.13,0.62,0,1,32
U00093,L9108,19913.39,0.81,0,1,47
U00093,L7607,43842.6,0.85,0,1,17
U00094,L1074,91433.36,0.95,0,1,22
U00094,L4766,43412.08,0.95,0,1,28
U00094,L8194,66385.87,0.72,0,1,14
U00094,L4059,8016.12,0.76,0,1,5
U00094,L7501,16727.02,0.85,0,1,46
U00095,L4381,88058.05,0.76,0,1,31
U00095,L8375,61702.93,0.77,0,1,22
U00095,L4986,33728.67,0.81,0,1,14
U00095,L9749,26052.78,0.74,0,1,13
U00095,L2668,67147.59,0.91,0,1,43
U00096,L2570,53648.63,0.72,0,1,7
U00096,L7521,43267.41,0.72,0,1,35
U00096,L1185,19964.35,0.85,0,1,28
U00096,L3214,56085.83,0.98,0,1,8
U00096,L4638,52569.65,0.91,0,1,45
U00097,L6986,95728.43,0.75,0,1,5
U00097,L2807,38593.08,0.87,0,1,43
U00097,L4948,58519.94,0.8,0,1,35
U00097,L2544,39150.55,0.84,0,1,16
U00097,L5261,81866.36,0.39,0,1,21
U00098,L2383,7041.43,0.74,0,1,25
U00098,L7984,6169.65,0.61,0,1,27
U00098,L4004,27389.65,0.84,0,1,25
U00098,L6787,10662.44,0.86,0,1,26
U00100,L7723,91720.67,0.7,0,1,42
U00101,L3351,34539.23,0.86,0,1,32
U00102,L3159,18737.7,0.92,0,1,22
U00102,L2716,65641.15,0.98,0,1,36
U00102,L3398,87538.38,0.77,0,1,28
U00102,L2626,94562.65,0.95,0,1,16
U00103,L1706,95769.47,0.74,0,1,9
U00103,L2065,10732.82,0.34,0,1,19
U00106,L8865,85213.43,0.75,0,1,38
U00106,L9133,92706.79,0.88,0,1,2
U00107,L3227,72364.2,0.85,0,1,34
U00107,L2053,8531.17,0.78,0,1,40
U00107,L8825,66043.89,0.81,0,1,12
U00108,L9699,42587.73,0.76,0,1,24
U00108,L1812,98158.88,0.93,0,1,14
U00108,L7860,57472.76,0.66,0,1,26
U00109,L3686,15802.51,0.83,0,1,3
U00109,L8250,95612.72,0.97,0,1,31
U00109,L4210,10122.1,0.79,0,1,44
U00109,L8428,12861.92,0.88,0,1,18
U00110,L1293,23526.04,0.74,0,1,1
U00111,L3540,7485.78,0.89,0,1,4
U00111,L6591,85324.31,0.9,0,1,48
U00111,L7408,21822.83,0.97,0,1,3
U00111,L8903,5690.84,0.61,0,1,12
U00112,L5661,51781.58,0.82,0,1,33
U00112,L6347,89817.19,0.79,0,1,29
U00112,L9575,73045.39,0.89,0,1,34
U00112,L3814,10995.54,0.92,0,1,11
U00112,L8566,26699.15,0.89,0,1,8
U00113,L3852,19504.23,0.89,0,1,14
U00113,L3833,17842.48,0.82,0,1,30
U00114,L3861,96586.74,0.97,0,1,21
U00114,L5193,8531.4,0.73,0,1,19
U00114,L5076,57313.41,0.88,0,1,19
U00114,L9016,78231.31,0.83,0,1,24
U00114,L5778,27298.82,0.89,0,1,6
U00115,L9798,43172.75,0.97,0,1,20
U00115,L6914,62014.63,0.67,0,1,30
U00115,L9946,9950.65,0.78,0,1,31
U00115,L3845,74962.33,0.76,0,1,18
U00116,L4550,42979.41,0.79,0,1,39
U00116,L9572,28007.28,0.96,0,1,23
U00116,L6889,97916.63,0.95,0,1,42
U00117,L1279,31613.56,0.89,0,1,22
U00117,L9915,28180.83,0.87,0,1,32
U00118,L1633,6293.04,0.71,0,1,48
U00118,L9188,76029.32,0.89,0,1,3
U00119,L1888,74515.85,0.82,0,1,8
U00119,L8271,80006.69,0.76,0,1,7
U00119,L2274,80392.0,0.53,0,1,24
U00119,L9197,5224.65,0.93,0,1,13
U00120,L4874,15449.17,0.85,0,1,24
U00121,L7891,60165.22,0.9,0,1,17
U00121,L1301,15975.52,0.85,0,1,6
U00121,L6118,43542.02,0.93,0,1,6
U00121,L4275,98953.45,0.96,0,1,14
U00121,L6355,22631.3,0.94,0,1,28
U00122,L3853,81897.97,0.94,0,1,25
U00124,L4392,12339.88,0.82,0,1,25
U00124,L5527,17393.02,0.73,0,1,25
U00124,L7530,84598.53,0.66,0,1,15
U00124,L4786,16112.28,0.75,0,1,7
U00124,L5797,9986.06,0.75,0,1,36
U00125,L4117,15013.36,0.76,0,1,5
U00126,L2404,70654.29,0.8,0,1,8
U00126,L5834,35061.39,0.98,0,1,48
U00126,L5096,9389.11,0.81,0,1,8
U00127,L6930,7739.93,0.7,0,1,5
U00127,L1190,5539.57,0.87,0,1,22
U00127,L7767,78278.56,0.62,0,1,15
U00127,L6867,19943.28,0.92,0,1,27
U00128,L6976,61819.58,0.81,0,1,6
U00129,L8081,27669.96,0.73,0,1,12
U00129,L5321,15395.6,0.81,0,1,42
U00129,L1460,19256.88,0.92,0,1,12
U00130,L7166,50499.03,0.86,0,1,7
U00130,L1890,42700.98,0.65,0,1,21
U00130,L7937,7061.7,0.77,0,1,19
U00130,L3746,96851.88,0.7,0,1,24
U00131,L8213,47160.49,0.57,0,1,6
U00131,L5931,60097.77,0.95,0,1,24
U00131,L8713,13117.76,0.83,0,1,22
U00132,L3476,17207.98,0.9,0,1,32
U00133,L9080,70939.33,0.89,0,1,44
U00133,L6699,20505.39,0.98,0,1,8
U00133,L6175,55057.73,0.9,0,1,34
U00133,L9586,61503.71,0.64,0,1,46
U00133,L2889,43099.2,0.93,0,1,47
U00134,L5084,14370.21,0.68,0,1,7
U00134,L6197,87248.08,0.92,0,1,8
U00134,L2533,11335.67,0.83,0,1,11
U00134,L5310,16020.91,0.86,0,1,19
U00135,L9204,34616.62,0.82,0,1,24
U00135,L6002,96784.54,0.93,0,1,29
U00135,L4552,12064.49,0.87,0,1,44
U00135,L4340,47148.57,0.43,0,1,48
U00135,L8699,90091.66,0.66,0,1,46
U00136,L2514,59469.62,0.98,0,1,1
U00136,L7715,43217.29,0.67,0,1,21
U00137,L6201,67192.14,0.75,0,1,35
U00137,L6765,50180.67,0.98,0,1,1
U00138,L5164,5706.78,0.89,0,1,8
U00139,L2487,93648.26,0.72,0,1,26
U00139,L2463,48843.11,0.84,0,1,25
U00139,L2708,24598.16,0.76,0,1,3
U00139,L2857,14835.23,0.72,0,1,9
U00139,L8404,25255.63,0.71,0,1,15
U00141,L9558,64989.22,0.86,0,1,42
U00141,L2439,48232.32,0.8,0,1,2
U00141,L5004,96656.93,0.91,0,1,31
U00141,L7237,38977.33,0.77,0,1,28
U00141,L5252,6160.46,0.61,0,1,5
U00142,L2045,68241.86,0.74,0,1,42
U00142,L6196,32623.1,0.91,0,1,9
U00142,L7534,73665.84,0.8,0,1,46
U00142,L8171,57530.76,0.61,0,1,10
U00143,L2230,16682.36,0.87,0,1,18
U00143,L4371,30767.29,0.75,0,1,45
U00144,L5963,96237.42,0.81,0,1,46
U00147,L8750,35124.85,0.71,0,1,19
U00147,L7484,94549.74,0.57,0,1,10
U00148,L9653,18856.26,0.74,0,1,15
U00148,L2023,66200.97,0.89,0,1,19
U00149,L2200,80676.48,0.96,0,1,28
U00150,L5287,43031.48,0.89,0,1,15
U00150,L9495,81635.92,0.97,0,1,39
U00150,L6696,14290.66,0.85,0,1,45
U00150,L6536,63271.25,0.78,0,1,16
U00151,L7923,42136.5,0.72,0,1,10
U00151,L2058,85322.62,0.97,0,1,32
U00152,L7958,29426.45,0.76,0,1,13
U00152,L4827,14362.2,0.87,0,1,28
U00153,L6152,5907.18,0.7,0,1,3
U00153,L6301,66329.55,0.95,0,1,19
U00156,L4492,50201.48,0.92,0,1,42
U00156,L2707,93478.09,0.84,0,1,42
U00156,L5761,65872.9,0.8,0,1,48
U00156,L4966,65109.96,0.85,0,1,44
U00156,L1194,94915.52,0.8,0,1,35
U00157,L1745,65702.57,0.62,0,1,35
U00157,L8016,59777.25,0.79,0,1,44
U00157,L6263,48022.57,0.85,0,1,25
U00157,L1876,15590.21,0.99,0,1,34
U00158,L1224,31057.5,0.73,0,1,45
U00159,L6287,65229.86,0.8,0,1,18
U00159,L5644,51403.1,0.8,0,1,32
U00159,L4939,27621.2,0.78,0,1,45
U00159,L4651,40256.34,0.95,0,1,42
U00159,L8680,28617.89,0.77,0,1,39
U00160,L1564,13909.03,0.95,0,1,28
U00160,L9224,78317.68,0.56,0,1,10
U00160,L6944,84484.89,0.76,0,1,5
U00161,L8924,80716.77,0.86,0,1,21
U00161,L1799,29140.74,0.77,0,1,1
U00161,L4510,50007.99,0.77,0,1,6
U00161,L2893,54242.26,0.86,0,1,40
U00161,L7518,57915.84,0.68,0,1,45
U00162,L5401,66205.05,0.96,0,1,48
U00162,L6873,21069.44,0.72,0,1,2
U00162,L6366,73804.67,0.91,0,1,43
U00163,L1532,61901.49,0.83,0,1,31
U00163,L3509,52708.07,0.83,0,1,34
U00164,L8322,74342.54,0.61,0,1,25
U00164,L7524,53006.01,0.88,0,1,26
U00165,L3816,32361.91,0.7,0,1,28
U00166,L2554,13586.61,0.87,0,1,23
U00166,L5413,8347.2,0.91,0,1,45
U00166,L7246,21862.67,0.71,0,1,32
U00166,L9401,66377.68,0.67,0,1,40
U00166,L1424,53499.64,0.96,0,1,35
U00167,L1883,42406.51,0.73,0,1,13
U00167,L2458,77403.14,0.74,0,1,10
U00167,L2929,48733.24,0.57,0,1,38
U00167,L6443,62254.2,0.91,0,1,36
U00167,L3433,78958.15,0.92,0,1,11
U00168,L4955,95779.24,0.73,0,1,12
U00169,L7392,51174.34,0.37,0,1,9
U00169,L6672,5219.37,0.79,0,1,45
U00170,L4509,54314.81,0.7,0,1,23
U00170,L8027,16712.21,0.81,0,1,12
U00170,L8544,71433.87,0.71,0,1,17
U00170,L2506,23000.56,0.79,0,1,12
U00170,L9139,67007.44,0.74,0,1,32
U00171,L3358,24147.26,0.87,0,1,42
U00172,L4809,71456.08,0.5,0,1,17
U00172,L3947,91279.18,0.85,0,1,7
U00172,L6071,73630.78,0.69,0,1,1
U00173,L5139,22587.9,0.58,0,1,29
U00173,L4906,90156.39,0.7,0,1,17
U00173,L2833,40113.51,0.86,0,1,33
U00173,L8460,11223.03,0.58,0,1,46
U00174,L5710,18630.03,0.6,0,1,4
U00174,L6395,99655.61,0.88,0,1,9
U00174,L6406,26491.38,0.72,0,1,42
U00174,L1035,87033.96,0.89,0,1,37
U00175,L6880,70463.28,0.94,0,1,48
U00175,L9968,51711.16,0.67,0,1,39
U00176,L4665,42561.21,0.94,0,1,43
U00176,L3984,51413.53,0.68,0,1,30
U00176,L6705,48113.99,0.84,0,1,15
U00176,L9529,73557.72,0.99,0,1,7
U00176,L7918,96284.97,0.92,0,1,5
U00177,L3434,13081.39,0.74,0,1,21
U00180,L2206,27741.08,0.88,0,1,14
U00180,L1831,15155.95,0.6,0,1,31
U00180,L6376,22833.77,0.95,0,1,44
U00180,L1726,21921.41,0.95,0,1,17
U00180,L7635,97562.87,0.88,0,1,18
U00181,L5724,72589.27,0.87,0,1,7
U00181,L3793,25057.27,0.63,0,1,47
U00181,L3066,22229.19,0.81,0,1,11
U00181,L1546,57983.01,0.86,0,1,16
U00182,L6271,89216.03,0.72,0,1,31
U00182,L1970,94407.3,0.82,0,1,47
U00182,L5987,24683.96,0.9,0,1,7
U00182,L5072,50603.63,0.71,0,1,34
U00183,L8202,96085.02,0.74,0,1,14
U00183,L8859,63707.18,0.81,0,1,8
U00184,L2828,45303.83,0.75,0,1,48
U00185,L4044,18353.09,0.42,0,1,42
U00185,L1886,54007.12,0.91,0,1,40
U00185,L4426,47405.46,0.86,0,1,24
U00185,L2748,64336.53,0.91,0,1,5
U00186,L9903,33651.63,0.94,0,1,46
U00186,L9920,58115.63,0.89,0,1,16
U00186,L9852,5295.78,0.95,0,1,29
U00187,L5559,98537.64,0.78,0,1,29
U00187,L4789,56654.32,0.97,0,1,7
U00187,L4659,80332.22,0.88,0,1,29
U00187,L2002,68758.62,0.78,0,1,37
U00187,L5367,42590.41,0.82,0,1,20
U00188,L6130,34315.71,0.64,0,1,29
U00188,L8999,88821.53,0.91,0,1,1
U00190,L4811,92230.71,0.92,0,1,21
U00190,L9318,54284.52,0.84,0,1,14
U00191,L2656,68377.93,0.67,0,1,33
U00191,L1449,68436.2,0.9,0,1,12
U00192,L4806,54160.07,0.68,0,1,21
U00192,L1949,81567.35,0.79,0,1,9
U00192,L9764,31631.58,0.88,0,1,31
U00192,L3719,96345.23,0.92,0,1,33
U00193,L6801,25822.27,0.69,0,1,5
U00193,L7080,45486.02,0.86,0,1,19
U00193,L2643,35507.09,0.78,0,1,16
U00194,L1545,47393.58,0.97,0,1,2
U00195,L7733,44528.81,0.96,0,1,32
U00195,L1997,66240.05,0.7,0,1,43
U00195,L7579,25250.62,0.8,0,1,15
U00198,L2131,73270.2,0.79,0,1,45
U00198,L2528,99895.47,0.92,0,1,38
U00198,L6445,37011.14,0.93,0,1,15
U00198,L1418,61522.16,0.93,0,1,32
U00199,L2869,84897.23,0.88,0,1,17
U00200,L1935,26884.75,0.9,0,1,32
U00200,L2264,97390.34,0.83,0,1,1
U00200,L4521,51136.31,0.93,0,1,41
U00200,L4460,7610.75,0.98,0,1,7
U00200,L9822,60167.44,0.86,0,1,4
U00202,L7079,54149.18,0.91,0,1,3
U00202,L8812,18668.64,0.62,0,1,7
U00203,L3990,83671.92,0.69,0,1,29
U00203,L5891,17062.99,0.94,0,1,28
U00203,L5423,93509.38,0.77,0,1,16
U00204,L6901,88512.43,0.82,0,1,21
U00206,L6381,84275.41,0.69,0,1,37
U00206,L1394,36852.42,0.69,0,1,15
U00206,L7301,81671.48,0.63,0,1,29
U00207,L2960,17291.63,0.9,0,1,29
U00207,L3603,91119.9,0.79,0,1,48
U00207,L1560,64032.84,0.83,0,1,31
U00207,L9990,82206.88,0.8,0,1,39
U00209,L6140,71055.72,0.96,0,1,45
U00210,L1183,92437.35,0.85,0,1,35
U00210,L2617,58995.17,0.64,0,1,27
U00211,L5309,31379.54,0.63,0,1,28
U00211,L6351,95388.89,0.89,0,1,29
U00211,L9824,79080.13,0.81,0,1,47
U00211,L8327,30036.29,0.87,0,1,12
U00213,L5264,10275.53,0.92,0,1,41
U00213,L6923,90897.49,0.88,0,1,24
U00214,L6338,44883.59,0.56,0,1,18
U00214,L1157,58577.77,0.62,0,1,12
U00214,L1794,16119.11,0.94,0,1,26
U00214,L9166,80894.78,0.92,0,1,39
U00214,L4976,8366.33,0.68,0,1,2
U00216,L5218,87089.05,0.91,0,1,6
U00217,L1545,38165.89,0.6,0,1,41
U00217,L9828,9955.51,0.55,0,1,41
U00218,L1313,59236.56,0.81,0,1,17
U00218,L5452,95576.14,0.68,0,1,23
U00218,L6068,54318.98,0.9,0,1,1
U00222,L1612,7137.37,0.88,0,1,46
U00222,L7755,29212.65,0.76,0,1,23
U00223,L8568,41579.18,0.89,0,1,14
U00223,L5844,74520.7,0.98,0,1,35
U00224,L6750,21187.63,0.92,0,1,27
U00224,L1310,31795.13,0.72,0,1,36
U00224,L3326,86669.35,0.92,0,1,26
U00225,L3204,35044.31,0.79,0,1,28
U00225,L1991,12899.78,0.82,0,1,13
U00225,L9689,8754.66,0.92,0,1,31
U00226,L6429,75155.51,0.86,0,1,6
U00226,L9309,15650.01,0.82,0,1,43
U00226,L2749,80298.88,0.84,0,1,25
U00226,L6781,21803.86,0.81,0,1,43
U00227,L1981,57902.92,0.84,0,1,8
U00227,L7031,58783.69,0.66,0,1,39
U00229,L4936,15340.7,0.73,0,1,2
U00229,L8195,87461.72,0.5,0,1,5
U00230,L5206,11759.83,0.83,0,1,28
U00230,L5497,50697.58,0.69,0,1,31
U00230,L7345,88418.96,0.47,0,1,7
U00231,L1653,70624.22,0.84,0,1,15
U00231,L3560,71555.91,0.81,0,1,8
U00231,L8513,43190.05,0.95,0,1,4
U00231,L3656,39411.04,0.91,0,1,25
U00231,L2632,44263.01,0.76,0,1,17
U00232,L5555,41073.82,0.93,0,1,27
U00232,L5634,39720.0,0.72,0,1,42
U00233,L3949,28873.05,0.85,0,1,20
U00233,L2376,94440.04,0.85,0,1,35
U00233,L4734,22595.93,0.75,0,1,5
U00233,L2442,86336.72,0.84,0,1,16
U00234,L3080,30826.34,0.9,0,1,48
U00234,L5571,77905.26,0.85,0,1,46
U00234,L3574,79208.33,0.84,0,1,30
U00235,L6318,98017.64,0.85,0,1,6
U00235,L5360,91967.61,0.77,0,1,20
U00235,L9687,91401.45,0.94,0,1,37
U00235,L6009,6901.44,0.99,0,1,1
U00235,L6071,41526.46,0.92,0,1,35
U00236,L7638,27289.62,0.49,0,1,38
U00236,L3534,66214.27,0.85,0,1,19
U00237,L9243,51961.49,0.79,0,1,2
U00237,L8808,76434.68,0.95,0,1,31
U00237,L7509,68277.54,0.8,0,1,44
U00237,L8820,44715.9,0.89,0,1,17
U00238,L8700,92897.16,0.92,0,1,29
U00238,L9702,9302.23,0.71,0,1,16
U00238,L5492,86364.57,0.74,0,1,23
U00238,L2827,58475.77,0.91,0,1,35
U00239,L3008,45228.17,0.87,0,1,35
U00239,L8313,34128.09,0.95,0,1,28
U00239,L8499,46090.4,0.85,0,1,45
U00240,L1939,70746.86,0.7,0,1,6
U00240,L2974,62131.89,0.8,0,1,24
U00240,L3681,41152.05,0.84,0,1,17
U00241,L6611,59802.25,0.86,0,1,42
U00242,L4450,15756.27,0.87,0,1,28
U00242,L9130,85318.85,0.84,0,1,1
U00242,L9699,80387.23,0.92,0,1,27
U00242,L8331,35263.09,0.66,0,1,8
U00244,L7140,85342.94,0.75,0,1,28
U00244,L4482,80667.84,0.79,0,1,47
U00244,L7810,51068.99,0.81,0,1,43
U00244,L5964,86293.52,0.96,0,1,29
